39,304
39,305
39,306
39,307
39,308
39,309
39,310
39,311
39,312
39,313
40,293
40,294
40,295
40,296
40,297
40,298
40,299
40,300
40,301
40,302
40,303
40,314
40,315
40,316
40,317
40,318
40,319
40,320
40,321
40,322
40,323
40,324
40,325
40,326
40,327
40,328
40,329
40,330
40,331
40,332
40,333
40,334
40,335
40,336
40,337
40,338
40,339
40,340
40,341
40,342
40,343
40,344
40,345
40,346
40,347
40,348
40,349
40,350
40,351
40,352
40,353
40,354
40,355
40,356
40,357
40,358
40,359
40,360
40,361
40,362
40,363
40,364
40,365
40,366
40,367
40,368
40,369
40,370
40,371
40,372
40,373
40,374
40,375
40,376
40,377
40,378
40,379
40,380
40,381
40,382
40,383
40,384
40,385
40,386
40,387
40,388
40,389
40,390
40,391
40,392
40,393
40,394
41,284
41,285
41,286
41,287
41,288
41,289
41,290
41,291
41,292
41,395
42,280
42,281
42,282
42,283
42,396
43,276
43,277
43,278
43,279
43,396
44,274
44,275
44,396
45,273
45,396
46,271
46,272
46,396
47,269
47,270
47,396
48,269
48,396
49,268
49,396
50,267
50,396
51,267
51,396
52,266
52,396
53,266
53,395
54,266
54,395
55,266
55,394
56,266
56,394
57,267
57,393
58,267
58,393
59,268
59,392
60,268
60,392
61,268
61,391
62,268
62,391
63,268
63,390
64,268
64,389
65,268
65,389
66,268
66,388
67,268
67,387
68,268
68,387
69,268
69,386
70,268
70,385
71,268
71,385
72,268
72,384
73,268
73,383
74,268
74,269
74,382
75,269
75,381
76,269
76,380
77,269
77,379
78,270
78,378
79,270
79,377
80,271
80,376
81,271
81,375
82,271
82,374
83,272
83,373
84,272
84,372
85,272
85,371
86,272
86,370
87,272
87,369
88,273
88,368
89,273
89,367
90,273
90,366
91,273
91,365
92,273
92,364
93,273
93,363
94,273
94,362
95,273
95,361
96,273
96,360
97,273
97,359
98,273
98,357
98,358
99,273
99,356
100,273
100,355
101,273
101,354
102,272
102,353
103,272
103,351
103,352
104,272
104,350
105,272
105,349
106,272
106,348
107,272
107,347
108,272
108,346
109,272
109,346
110,272
110,345
111,272
111,344
112,272
112,343
113,272
113,342
114,272
114,342
115,272
115,341
116,273
116,341
117,274
117,275
117,276
117,277
117,278
117,279
117,280
117,281
117,282
117,283
117,284
117,285
117,286
117,287
117,288
117,289
117,290
117,291
117,292
117,293
117,294
117,295
117,296
117,297
117,298
117,299
117,300
117,301
117,302
117,303
117,304
117,305
117,306
117,307
117,308
117,309
117,310
117,311
117,312
117,313
117,314
117,315
117,316
117,317
117,318
117,319
117,320
117,321
117,322
117,323
117,324
117,325
117,326
117,327
117,328
117,329
117,330
117,331
117,332
117,333
117,334
117,335
117,336
117,337
117,338
117,339
117,340
117,341
117,342
117,343
117,344
117,345
117,346
117,347
118,149
118,150
118,151
118,152
118,340
118,348
118,349
118,350
118,351
118,352
118,353
118,354
118,355
118,356
118,357
118,358
119,148
119,153
119,154
119,155
119,340
119,359
119,360
120,148
120,156
120,157
120,339
120,361
120,362
121,148
121,158
121,159
121,339
121,363
122,148
122,160
122,161
122,339
122,363
123,148
123,162
123,339
123,363
124,148
124,163
124,339
124,363
125,148
125,164
125,165
125,339
125,363
126,148
126,166
126,339
126,363
127,148
127,167
127,339
127,363
128,148
128,168
128,339
128,363
129,148
129,169
129,339
129,363
130,148
130,170
130,339
130,363
131,148
131,171
131,340
131,363
132,148
132,172
132,340
132,363
133,148
133,173
133,340
133,363
134,149
134,174
134,341
134,362
135,149
135,174
135,341
135,362
136,149
136,175
136,341
136,362
137,149
137,176
137,342
137,362
138,149
138,177
138,342
138,362
139,150
139,178
139,343
139,361
140,150
140,179
140,343
140,361
141,150
141,179
141,343
141,361
142,150
142,180
142,344
142,360
143,150
143,181
143,344
143,360
144,151
144,182
144,345
144,360
145,151
145,183
145,184
145,345
145,359
146,151
146,184
146,346
146,359
147,152
147,185
147,347
147,359
148,152
148,186
148,347
148,358
149,153
149,186
149,348
149,358
150,153
150,187
150,348
150,357
151,153
151,188
151,349
151,357
152,154
152,189
152,350
152,356
153,154
153,189
153,350
153,355
154,154
154,190
154,351
154,355
155,155
155,191
155,192
155,352
155,355
156,155
156,193
156,353
156,354
157,155
157,194
157,354
158,156
158,194
158,353
158,355
159,156
159,195
159,353
159,356
160,156
160,196
160,197
160,352
160,356
161,156
161,198
161,351
161,357
162,157
162,199
162,351
162,358
163,157
163,199
163,350
163,359
164,157
164,200
164,201
164,349
164,360
165,158
165,349
165,361
166,158
166,348
166,362
167,159
167,347
167,363
168,159
168,347
168,364
169,159
169,346
169,365
169,366
170,160
170,346
170,367
171,160
171,345
171,368
172,161
172,344
172,369
173,161
173,344
173,370
174,162
174,343
174,371
175,162
175,342
175,372
176,162
176,342
176,373
177,163
177,341
177,374
178,163
178,340
178,375
179,163
179,339
179,376
180,163
180,338
180,377
181,164
181,338
181,378
182,164
182,337
182,379
183,164
183,336
183,380
184,164
184,336
184,381
185,165
185,335
185,382
186,165
186,334
186,382
187,165
187,333
187,383
188,166
188,332
188,384
189,166
189,331
189,385
190,167
190,330
190,386
191,167
191,329
191,387
192,168
192,328
192,388
193,168
193,256
193,257
193,327
193,389
194,168
194,255
194,258
194,326
194,390
195,169
195,253
195,254
195,258
195,325
195,391
196,169
196,252
196,258
196,325
196,392
197,170
197,251
197,258
197,324
197,393
197,394
198,170
198,250
198,258
198,323
198,395
199,170
199,250
199,258
199,322
199,396
200,171
200,249
200,258
200,321
200,397
201,171
201,248
201,258
201,321
201,397
202,171
202,247
202,258
202,319
202,320
202,398
203,171
203,246
203,258
203,318
203,399
204,172
204,246
204,259
204,317
204,400
205,172
205,245
205,259
205,315
205,316
205,401
206,172
206,244
206,259
206,314
206,401
207,173
207,243
207,259
207,313
207,402
208,173
208,242
208,259
208,312
208,403
209,173
209,241
209,259
209,311
209,404
210,174
210,240
210,259
210,310
210,405
211,174
211,240
211,259
211,308
211,309
211,406
212,175
212,239
212,260
212,307
212,407
213,175
213,238
213,260
213,306
213,408
214,176
214,238
214,260
214,305
214,409
215,176
215,237
215,260
215,303
215,304
215,410
216,177
216,236
216,261
216,302
216,411
217,177
217,235
217,261
217,301
217,412
218,177
218,235
218,261
218,300
218,413
219,178
219,234
219,262
219,299
219,414
220,178
220,233
220,262
220,296
220,297
220,298
220,415
221,178
221,232
221,262
221,294
221,295
221,416
222,179
222,232
222,263
222,293
222,416
223,179
223,231
223,264
223,291
223,292
223,417
224,179
224,230
224,265
224,289
224,290
224,418
225,179
225,229
225,266
225,287
225,288
225,418
226,180
226,228
226,267
226,284
226,285
226,286
226,419
227,180
227,227
227,268
227,281
227,282
227,283
227,420
228,180
228,226
228,269
228,279
228,280
228,420
229,181
229,225
229,270
229,271
229,272
229,273
229,274
229,275
229,276
229,277
229,278
229,421
230,181
230,224
230,421
231,182
231,224
231,422
232,182
232,223
232,422
233,183
233,223
233,422
234,183
234,222
234,423
235,183
235,221
235,423
236,183
236,220
236,424
237,183
237,220
237,424
238,183
238,219
238,424
239,183
239,218
239,425
240,184
240,218
240,425
241,184
241,217
241,425
242,185
242,216
242,426
243,185
243,215
243,426
244,185
244,215
244,426
245,185
245,215
245,426
246,186
246,214
246,426
247,186
247,214
247,427
248,186
248,213
248,427
249,186
249,212
249,427
250,186
250,211
250,427
251,186
251,211
251,427
252,186
252,210
252,427
253,187
253,209
253,427
254,187
254,209
254,427
255,187
255,208
255,427
256,187
256,208
256,427
257,188
257,207
257,427
258,188
258,207
258,427
259,188
259,206
259,427
260,188
260,205
260,427
261,188
261,205
261,427
262,189
262,204
262,427
263,189
263,203
263,426
264,189
264,203
264,426
265,190
265,202
265,425
266,190
266,202
266,425
267,190
267,201
267,424
268,191
268,201
268,424
269,191
269,200
269,423
270,192
270,200
270,423
271,192
271,199
271,422
272,192
272,198
272,199
272,422
273,192
273,197
273,421
274,193
274,196
274,421
275,193
275,196
275,420
276,194
276,196
276,420
277,194
277,195
277,419
278,419
279,418
280,418
281,417
282,416
283,416
284,415
285,414
286,413
287,319
287,320
287,413
288,319
288,320
288,412
289,319
289,321
289,411
290,319
290,321
290,410
291,318
291,322
291,409
292,317
292,323
292,407
292,408
293,317
293,324
293,406
294,316
294,317
294,324
294,405
295,315
295,325
295,403
295,404
296,315
296,325
296,402
297,315
297,326
297,400
297,401
298,314
298,326
298,399
299,313
299,327
299,397
299,398
300,313
300,328
300,395
300,396
301,313
301,328
301,394
302,329
302,392
302,393
303,329
303,390
303,391
304,330
304,389
305,330
305,386
305,387
305,388
306,330
306,384
306,385
307,331
307,382
307,383
308,331
308,379
308,380
308,381
309,332
309,378
310,332
310,333
310,376
310,377
311,334
311,374
311,375
312,334
312,372
312,373
313,335
313,370
313,371
314,335
314,368
314,369
315,336
315,366
315,367
316,337
316,364
316,365
317,337
317,363
318,338
318,360
318,361
318,362
319,338
319,357
319,358
319,359
320,338
320,339
320,354
320,355
320,356
321,340
321,351
321,352
321,353
322,341
322,347
322,348
322,349
322,350
323,342
323,343
323,344
323,345
323,346
